RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2009626494,Operations Services Group (OSG),Engineering,,More than 10 years,No,,"Broken Arrow, OK",,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2009623058,North America (NA Region),Engineering,,Less than 1 year,No,,"Broken Arrow, OK",,Customer service,,,Reliability,,Quality,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009609390,North America (NA Region),Field Operations,,1 to 5 years,No,,"Stockton, CA",,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009596792,North America (NA Region),Fabrication/Shop,,1 to 5 years,Yes,Yes,"Columbus, TX",,Customer service,,,,,Quality,,,,,,Speed in delivery,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,cost,,Price,,
2009591844,North America (NA Region),Fabrication/Shop,,1 to 5 years,No,,Houston - Brittmoore,,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Quality,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2009582335,North America (NA Region),Field Operations,,Less than 1 year,No,,"Stockton, CA",,Customer service,,,Reliability,Performance,Quality,,,,Expertise of people,,,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009567205,North America (NA Region),Fabrication/Shop,,1 to 5 years,Yes,Yes,Houston - NHR,,,,,,,,,,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Delivery,,Delivery,,
2009544065,North America (NA Region),Engineering,,1 to 5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009543352,North America (NA Region),Field Operations,Parts Buyer,6 to 10 years,No,,"Wray, CO",,Customer service,,,,,Quality,,Reputation,,,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,we did have part or lead time to long off,,Availability,Delivery,
2009536858,North America (NA Region),Engineering,Manufacturing department,1 to 5 years,No,,"Broken Arrow, OK",,,,Market Leadership,,,Quality,Global presence,,,,,Speed in delivery,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,"The main reasons can be on time delivery ,  quality , manufacturing issues, like lack of improvement in in production line.",,Delivery,Quality,
2009520835,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Gaylord, MI",,,,,,,,,,,Expertise of people,,Speed in delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009518170,North America (NA Region),Sales/Business Development,,More than 10 years,No,,"Pittsburgh, PA",,Customer service,Technological innovation,,,,,,,,Expertise of people,,,,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009508580,North America (NA Region),Fabrication/Shop,,More than 10 years,Yes,No,Houston - Brittmoore,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,on time delivery and cost,,Price,Delivery,
2009502344,North America (NA Region),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - Greenspoint North,,Customer service,Technological innovation,,,,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Relationship,,Previous Relationship with Competitor,,
20094086,All regions/functions (executive),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Greenspoint North,,,,,,,,Global presence,,,,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009491636,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,"Broken Arrow, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009485581,North America (NA Region),Corporate/Office/Administration,,More than 10 years,No,,"Broussard, LA",,,,,Reliability,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Pricing,,Price,,
2009482246,North America (NA Region),Engineering,,1 to 5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009479496,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,Yes,No,"Victoria, TX",,Customer service,,,,Performance,,,,Experience in industry,,Breadth and scale of offerings,,,,,Customer service,No,,,,,,,,,,,,,,,,,,,,,,,price,,Price,,
2009478972,North America (NA Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,"Fort Worth, TX",,,,,,,,Global presence,Reputation,Experience in industry,,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,Pricing,,Price,,
2009478812,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,"Pocola, OK",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,,Expertise of people,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009478045,North America (NA Region),Sales/Business Development,,1 to 5 years,No,,"Casper, WY",,,Technological innovation,,,,,Global presence,,,Expertise of people,,,,,,Performance,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009477514,North America (NA Region),Engineering,,More than 10 years,No,,"Broken Arrow, OK",,,,,,,,Global presence,,,,Breadth and scale of offerings,,,,,Customer service,No,,,,,,,,,,,,,,,,,,,,,,,"Pricing and from past experience with customers, our inability to handle all needs. The means our project management pushing off easy tasks back to the customer instead of providing a solution. Something as easy as adding an additional electrical box.",,Price,Previous Relationship with Competitor,
20094760,Operations Services Group (OSG),Field Operations,,1 to 5 years,Yes,No,"Carrizo, TX",,Customer service,,,,,,,,,,,,,,,Market leadership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009476986,Operations Services Group (OSG),Sales/Business Development,,More than 10 years,Yes,No,"Broken Arrow, OK",,Customer service,,,,Performance,,,Reputation,,,,,,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009227143,North America (NA Region),Field Operations,,More than 10 years,No,,"Sonora, TX",,Customer service,,,,,,,,,Expertise of people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009213528,Operations Services Group (OSG),Field Operations,,6 to 10 years,Yes,Yes,"Fort Worth, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009203132,Operations Services Group (OSG),Corporate/Office/Administration,Corporate Supply Chain,Less than 1 year,No,,Houston - Brittmoore,,Customer service,,,,,Quality,,,,,,Speed in delivery,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,Customer need by date can't be satisfy,,Delivery,,
2009100404,North America (NA Region),Fabrication/Shop,Project Management Manufacturing/Engineering,6 to 10 years,No,,"Broken Arrow, OK",,,,,Reliability,Performance,,,,,Expertise of people,,,,,,Customer service,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009073855,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,Yes,UAE,,Customer service,,Market Leadership,,,Quality,Global presence,,Experience in industry,,,Speed in delivery,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2009029789,North America (NA Region),Fabrication/Shop,,1 to 5 years,No,,"Schulenburg, TX",,,,,Reliability,Performance,Quality,Global presence,Reputation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009015187,North America (NA Region),Field Operations,,6 to 10 years,No,,"Columbia, MS",,Customer service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008972553,Eastern Hemisphere (EH Region),Corporate/Office/Administration,Project Controls,1 to 5 years,No,,UAE,,Customer service,,,,Performance,Quality,Global presence,Reputation,,Expertise of people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008835838,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,No,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008804563,Eastern Hemisphere (EH Region),Field Operations,,6 to 10 years,Yes,No,"Zapata, TX",Bahrian,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008795392,Eastern Hemisphere (EH Region),Sales/Business Development,,1 to 5 years,No,,UAE,,,,,,,,Global presence,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Better Price,,Price,,
2008791322,Eastern Hemisphere (EH Region),Engineering,,Less than 1 year,No,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008786751,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,Yes,No,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008778556,Eastern Hemisphere (EH Region),Engineering,,Less than 1 year,No,,UAE,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008771965,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,No,,UAE,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,"Delivery Not ontime, specification difference in Delivery & not proper communication with customer on delay and modifications",,Delivery,Poor communications,
2008771764,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,,,,,,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,may be customer relationship,,Previous Relationship with Competitor,,
2008771316,Eastern Hemisphere (EH Region),Engineering,,Less than 1 year,Yes,No,UAE,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,Quality,,Quality,,
2008770925,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,Customer service,,,,Performance,Quality,,,,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008765430,Eastern Hemisphere (EH Region),Field Operations,Supply Chain,6 to 10 years,Yes,Yes,Pakistan,,,Technological innovation,,Reliability,Performance,Quality,Global presence,,,Expertise of people,,,,,,Expertise of people,No,,,,,,,,,,,,,,,,,,,,,,,"A ?not well marketed? name (except in the Americas). Exterran needs to expose to the market so as to elaborate it presence and global existence.  Exterran lacks in good administration/management. People are good. The company is excellent and with potential. But as one comes down the line, proper management seems to vague out. Things are not communicated properly. Managers are not taken in confidence, so as they know how and what to respond to customers, internal and external.  More policies should be geographic location specific. Top management should take in confidence the local management in deals with customers in a country.  Only Safety and Finance should not be the main focus. These two in themselves create too much conflict.",,Unfamiliar with Exterran,,
2008760971,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Russia,,,,,,,,,Reputation,Experience in industry,,,,,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008758211,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Australia,,Customer service,,,,Performance,,,Reputation,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,"Price margin, Service quality",,Price,Customer Service,
2008756600,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,No,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008752524,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,,,,,,,,,,,,,,14,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008747870,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,More than 10 years,Yes,Yes,UAE,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,14,"Godwill' in the market and among the employees (reputation no engouh, i think)",Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,Market situation demands competition and requires flexibility in pricing as well as we must be available to the client or representatives to please them inorder to acheive the project,,Price,,
2008741108,Eastern Hemisphere (EH Region),Engineering,,More than 10 years,Yes,Yes,UAE,,Customer service,Technological innovation,,,Performance,Quality,,,,Expertise of people,,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008738241,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,No,,UAE,,,,,,,,,,,Expertise of people,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,"Cheaper bid, speed in finishing the project",,Price,Delivery,
2008735530,North America (NA Region),Field Operations,,Less than 1 year,No,,"Bakersfield, CA",,,,,,Performance,,,,,,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008725032,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,No,,UAE,,,,,Reliability,Performance,,,Reputation,,,,,,,,Breadth and scale of offerings,No,,,,,,,,,,,,,,,,,,,,,,,Not Competitive in pricing,,Price,,
2008707674,Eastern Hemisphere (EH Region),Fabrication/Shop,,1 to 5 years,Yes,Yes,UAE,,Customer service,,,Reliability,,Quality,Global presence,Reputation,Experience in industry,,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008696578,Eastern Hemisphere (EH Region),Fabrication/Shop,,6 to 10 years,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008657531,Operations Services Group (OSG),Fabrication/Shop,,Less than 1 year,No,,Thailand,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,,,,,Speed in delivery,,,,Expertise of people,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008619422,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,More than 10 years,Yes,Yes,Thailand,,,,,,Performance,Quality,,,,Expertise of people,,Speed in delivery,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008554867,Eastern Hemisphere (EH Region),Engineering,,More than 10 years,Yes,No,Singapore,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Market leadership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008540904,Operations Services Group (OSG),Corporate/Office/Administration,,6 to 10 years,No,,Singapore,,Customer service,Technological innovation,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,Cost,,Price,,
2008540509,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,No,,Australia,,Customer service,,,Reliability,,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2008536823,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,No,,Indonesia,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,We are not give them the best service,,Poor service,,
2008534445,North America (NA Region),Field Operations,,1 to 5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008529183,North America (NA Region),Field Operations,,More than 10 years,No,,"Indiana, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008509446,North America (NA Region),Field Operations,,1 to 5 years,No,,"Pampa, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008505479,Eastern Hemisphere (EH Region),Engineering,,Less than 1 year,Yes,No,Singapore,,Customer service,,,,,,Global presence,Reputation,,,,Speed in delivery,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008438412,Operations Services Group (OSG),Field Operations,,Less than 1 year,No,,Australia,Western Australia,Customer service,,,Reliability,Performance,,,,Experience in industry,Expertise of people,,,,,,Quality,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008420534,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Pakistan,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,"My opinion is, main focas to customer intrest. dilevor on time. expert person all field.",,Delivery,Lack experienced personnel,
2008418167,Eastern Hemisphere (EH Region),Sales/Business Development,,1 to 5 years,Yes,No,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008409791,Operations Services Group (OSG),Corporate/Office/Administration,,More than 10 years,Yes,Yes,Greenspoint South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084010,Operations Services Group (OSG),Corporate/Office/Administration,supply chain,Less than 1 year,Yes,Yes,Houston - Brittmoore,,,,,,,,,,Experience in industry,Expertise of people,,,,,"We have the experience of the industry, but not the experience to effectively operate.  The upcoming changes to the business model will help us survive and grow again",Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Cost,,Price,,
20083592,North America (NA Region),Field Operations,,1 to 5 years,No,,"Zapata, TX",tn\ky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008354286,North America (NA Region),Fabrication/Shop,,More than 10 years,No,,Houston - NHR,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,Most likely it would be a cheaper price and delivery.,,Price,Delivery,
